_id,ISIN,TRADINGSYMBOL,CATEGORY,MARGIN,LEVERAGE
67ebfe0b6c041d0534de2935,INE883F01010,AADHARHFC,NON_FO,30.21,3.31
67ebfe0b6c041d0534de2936,INE767A01016,AARTIDRUGS,NON_FO,31.81,3.14
67ebfe0b6c041d0534de2937,INE769A01020,AARTIIND,FO,25.41,3.94
67ebfe0b6c041d0534de293a,INE358A01014,ABBOTINDIA,NON_FO,26.85,3.72
67ebfe0b6c041d0534de293d,INE055A01016,ABREL,NON_FO,37,2.7
67ebfe0b6c041d0534de294a,INE943P01029,AGARWALEYE,NON_FO,26.5,3.77
67ebfe0b6c041d0534de2952,INE418H01029,ALLCARGO,NON_FO,34.13,2.93
67ebfe0b6c041d0534de2953,INE270A01029,ALOKINDS,NON_FO,36.67,2.73
67ebfe0b6c041d0534de2954,INE371P01015,AMBER,NON_FO,39.13,2.56
67ebfe0b6c041d0534de2959,INE715B01021,ANDHRSUGAR,NON_FO,32.13,3.11
67ebfe0b6c041d0534de295a,INE732I01013,ANGELONE,FO,31.8,3.14
67ebfe0b6c041d0534de295b,INE294Z01018,ANUP,NON_FO,39.52,2.53
67ebfe0b6c041d0534de2962,INE266F01018,APTECHT,NON_FO,37.9,2.64
67ebfe0b6c041d0534de2967,INE034A01011,ARVIND,NON_FO,36.15,2.77
67ebfe0b6c041d0534de296d,INE022I01019,ASIANTILES,NON_FO,37.15,2.69
67ebfe0b6c041d0534de2975,INE406A01037,AUROPHARMA,FO,21.93,4.56
67ebfe0b6c041d0534de297c,INE238A01034,AXISBANK,FO,20,5
67ebfe0b6c041d0534de297f,INE933K01021,BAJAJCON,NON_FO,30.15,3.32
67ebfe0b6c041d0534de2985,INE050E01027,BALAMINES,NON_FO,33.05,3.03
67ebfe0b6c041d0534de2986,INE164A01016,BALMLAWRIE,NON_FO,35.24,2.84
67ebfe0b6c041d0534de2989,INE084A01016,BANKINDIA,FO,25.75,3.88
67ebfe0b6c041d0534de2994,INE922A01025,BEPL,NON_FO,36.39,2.75
67ebfe0b6c041d0534de2997,INE414D01027,BHAGCHEM,NON_FO,35.3,2.83
67ebfe0b6c041d0534de299d,INE340A01012,BIRLACORPN,NON_FO,30.86,3.24
67ebfe0b6c041d0534de29ac,INE596I01012,CAMS,FO,27.01,3.7
67ebfe0b6c041d0534de29b0,INE646H01017,CAPITALSFB,NON_FO,26.91,3.72
67ebfe0b6c041d0534de29b4,INE736A01011,CDSL,FO,27.9,3.58
67ebfe0b6c041d0534de29bc,INE488A01050,CHEMPLASTS,NON_FO,31.61,3.16
67ebfe0b6c041d0534de29c3,INE059A01026,CIPLA,FO,20,5
67ebfe0b6c041d0534de29c4,INE227W01023,CLEAN,NON_FO,30.31,3.3
67ebfe0b6c041d0534de29c9,INE552D01024,CONFIPET,NON_FO,36.14,2.77
67ebfe0b6c041d0534de29cb,INE007A01025,CRISIL,NON_FO,30.81,3.25
67ebfe0b6c041d0534de29ce,INE491A01021,CUB,NON_FO,29.8,3.36
67ebfe0b6c041d0534de29d1,INE016A01026,DABUR,FO,20,5
67ebfe0b6c041d0534de29d2,INE495A01022,DALMIASUG,NON_FO,36.87,2.71
67ebfe0b6c041d0534de29d5,INE950I01011,DBCORP,NON_FO,37.33,2.68
67ebfe0b6c041d0534de29d7,INE917M01012,DBL,NON_FO,36.65,2.73
67ebfe0b6c041d0534de29de,INE288B01029,DEEPAKNTR,FO,24.42,4.1
67ebfe0b6c041d0534de29e0,INE148O01028,DELHIVERY,FO,24.31,4.11
67ebfe0b6c041d0534de29e4,INE435G01025,DHANUKA,NON_FO,33.49,2.99
67ebfe0b6c041d0534de29e7,INE361B01024,DIVISLAB,FO,20.96,4.77
67ebfe0b6c041d0534de29ec,INE325C01035,DOLLAR,NON_FO,34.24,2.92
67ebfe0b6c041d0534de29ef,INE0JS101016,DREAMFOLKS,NON_FO,32.4,3.09
67ebfe0b6c041d0534de29f2,INE366A01041,DWARKESH,NON_FO,33.29,3
67ebfe0b6c041d0534de29fa,INE205B01031,ELECON,NON_FO,39.25,2.55
