LiAlSi3O8, 1.30E-10̅,,C-1,2,,81980,1
LiSn2(PO4)3,2.04E-9̅,,P-1,2,,83832,2
Li7BiO6,8.80E-07,0.58̅,P-1,2,,155950,3
Li7SbO6,6.70E-08,0.7̅,P-1,2,,413370,3
Li7P3S11,1.70E-02,0.17̅,P-1,2,,157654,4
Li7P3S11,3.2E-3,0.124,P1̅,2,,157654,5
LiV(PO4)F,8.1E-7,0.23,P1̅,2,,183876,6
Li2B3PO8,5.80E-15,0.76,P1̅,2,,248343,7
Li3BP2O8,9.60E-12,0.62,P1̅,2,,248343,7
Li2NaBP2O8,4.40E-18,1.21,P1̅,2,,291512,7
Li4P2O7,<1E-10,1.617,P1̅,2,,248414,8
LiMgSO4F,5.40E-08,0.54,P1̅,2,,281119,9
"",,,,,β-,,
Li6CuB4O10,1.00E-13,0.92,P1̅,2,Li6CuB4,4819,10
"",,,,,O10,,
Li0.91Hf2.022(PO )  4 3,<1E-10,0.47,C1̅,2,,,11
Li7P3S11,8.6E-3,0.29,P1̅,2,,,12
Li2ZnGeO4,1.00E-07,0.4,Pc,7,,34362,13
Li3.8Ge0.8P0.2S4,1.78E-6,0.47,P21/m,11,,,14
Li3.6Ge0.6P0.4S4,1.75E-4,0.34,P21/m,11,,,14
Li3.4Ge0.4P0.6S4,6.54E-4,0.28,P21/m,11,,,14
Li3.35Ge0.35P0.65S4,1.54E-3,0.23,P21/m,11,,,14
Li3.3Ge0.3P0.7S4,1.74E-3,0.22,P21/m,11,,,14
Li3.25Ge0.25P0.75S4,2.2E-03,0.207,P21/m,11,,,14
Li3.2Ge0.2P0.8S4,5.55E-4,0.27,P21/m,11,,,14
Li SiS  4 4,5.00E-08,0.56,P2 /m 1,11,,59708,15
Li 7.22 Si 1.5 P 0.5 O8,1.64E-7,0.48,P21/m,11,,238602,16
Li4SiO4,5.00E-10,0.55,P21/m,11,,238603,17
Li4SiS4,1.59E-8,0.56,P2 /m 1,11,,,18
Li3.8Si0.8P0.2S4,8.11E-7,0.37,P2 /m 1,11,,,18
Li3.6Si0.6P0.4S4,7.19E-5,0.34,P21/m,11,,,18
Li3.5Si0.5P05S4,1.66E-4,0.34,P2 /m 1,11,,,18
Li3.4Si0.4P0.6S4,6.62E-4,0.29,P21/m,11,,,18
Li3.3Si0.3P0.7S4,1.02E-5,0.36,P21/m,11,,,18
Li3.2Si0.2P0.8S4,3.20E-6,0.37,P21/m,11,,,18
Li4SiS4,1.62E-8,0.56,P21/m,11,,,18
